version,author,index,project,commit_fix,url_issue,repo_url,file,function,n_try_pass,n_generic_except,n_nested_try,n_bare_except,n_captures_misplaced_bare_raise,n_captures_broad_raise,n_bare_raise_finally,has_smell,exists_anti_pattern,anti_pattern_add,anti_pattern_added_name,anti_pattern_removed,anti_pattern_rem_name,fix_to_only_rem_anti_pattern,comments
0,1,217,loguru,9e430cf8dbaf737b894e63a69acad748ddfba866,https://github.com/delgan/loguru/issues/62,https://github.com/delgan/loguru,5,70,0,1,0,0,0,0,0,1,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,84,ansible,c24c19594e4c4cddfda3226d49f8eeabacb18162,https://github.com/ansible/ansible/issues/47219,https://github.com/ansible/ansible,7,146,7,15,0,0,0,3,0,25,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,255,numba,830785ffe8b25f47189b9ced8115778f1615d50d,https://github.com/numba/numba/issues/9071,https://github.com/numba/numba,3,193,5,4,0,0,0,0,0,9,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,230,modin,7c350dd9d4fcd43f637663eac15e6a1bfbf151e2,https://github.com/modin-project/modin/issues/1900,https://github.com/modin-project/modin,3,192,1,4,0,0,0,0,0,5,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,152,flair,75fd95b417783e342b0ae27794e0ca6b66d80b0a,https://github.com/flairnlp/flair/issues/1827,https://github.com/flairnlp/flair,2,24,4,0,0,3,0,0,0,7,Y,Y,Bare Except,Y,"Nested Try,Bare Except",N,foi removida a linha com antipattern Bare Except
0,1,221,mailpile,d39a054504418a51a2b23afd3473c6b29e4963c5,https://github.com/mailpile/mailpile/issues/1406,https://github.com/mailpile/mailpile,2,164,10,1,1,12,0,0,0,24,N,N,,N,,,
0,1,448,spyder,9266507d1f4ac15c2be00f37de14a220efebcffb,https://github.com/spyder-ide/spyder/issues/18,https://github.com/spyder-ide/spyder,1,21,3,0,0,0,0,0,0,3,N,N,,N,,,
0,1,395,requests,f89b5a5d90d7b45a7f59dbd2bb29ae2f400aba44,https://github.com/psf/requests/issues/2540,https://github.com/psf/requests,1,35,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,452,spyder,eee7a729519717b22f6f77b6febbf3dfa6052e8e,https://github.com/spyder-ide/spyder/issues/2,https://github.com/spyder-ide/spyder,2,159,2,0,0,2,0,0,0,4,Y,N,,Y,Bare Except,N,foi removida a linha com antipattern Bare Except
0,1,89,ansible,cb1f57d4e54012ea17f35e17df2462d9c6c14981,https://github.com/ansible/ansible/issues/23550,https://github.com/ansible/ansible,2,33,0,0,0,0,0,1,0,1,N,N,,N,,,
0,1,6,ansible,0c3216c5652411549ce32234a18c6ba2329d35ec,https://github.com/ansible/ansible/issues/44740,https://github.com/ansible/ansible,2,10,2,4,0,0,0,1,0,7,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,251,numba,11badc2d5f9c05012614b80aba5a4b75577e8607,https://github.com/numba/numba/issues/915,https://github.com/numba/numba,6,117,3,0,0,0,0,0,0,3,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,244,networkx,657f5794e8685153f3177279c1288e43f0642c11,https://github.com/networkx/networkx/issues/2427,https://github.com/networkx/networkx,2,61,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,0,aiohttp,0d2e43bf2a920975a5da4d9295e0ba887080bf5b,https://github.com/aio-libs/aiohttp/issues/7237,https://github.com/aio-libs/aiohttp,2,143,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,203,lbry-sdk,a4db0820bc9275a3e10faffa5f3a7e98ea940682,https://github.com/lbryio/lbry-sdk/issues/3136,https://github.com/lbryio/lbry-sdk,3,53,0,3,0,0,0,0,0,3,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,194,jax,9aa8fe520fc3108406adedaaa214fe2224981bd7,https://github.com/google/jax/issues/13976,https://github.com/google/jax,1,34,3,0,0,0,0,0,0,3,N,N,,N,,,
0,1,26,ansible,3fa7423e8e6a3afcfd9b859d0952f7612b66b33a,https://github.com/ansible/ansible/issues/61067,https://github.com/ansible/ansible,1,22,1,1,0,0,0,0,0,2,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,304,pandas,5816d0e8fa072b88d44f4512799b0c0b0978ef9f,https://github.com/pandas-dev/pandas/issues/3139,https://github.com/pandas-dev/pandas,3,527,10,8,1,11,0,10,0,40,N,N,,N,,,
0,1,260,numba,e38dcda9fa480d28ca2b409301debbec1ff947a7,https://github.com/numba/numba/issues/1373,https://github.com/numba/numba,7,343,5,0,0,0,0,2,0,7,N,N,,N,,,
0,1,22,ansible,30e70f4b6356e692c7ade3dd95f2e55d07f3e8f5,https://github.com/ansible/ansible/issues/70240,https://github.com/ansible/ansible,1,18,6,4,1,0,0,0,0,11,Y,Y,Too Broad Except,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,31,ansible,469b559ebe44451ad60b2e534e284b19090b1c18,https://github.com/ansible/ansible/issues/75468,https://github.com/ansible/ansible,1,5,0,2,0,0,0,0,0,2,Y,Y,Too Broad Except,N,,N,foi adicionado o antipattern Too Broad Except
0,1,113,awx,1048baa98c2e6c1c37fec11830ada581bfd47f27,https://github.com/ansible/awx/issues/5457,https://github.com/ansible/awx,1,69,1,21,0,0,0,0,0,22,Y,Y,Too Broad Except,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,329,pandas-profiling,db60d48383acd70f6c5c09dc6b9c98e0a7dce57b,https://github.com/ydataai/pandas-profiling/issues/1104,https://github.com/ydataai/pandas-profiling,2,28,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,415,salt,d3678bf2f37a85a29425613de822ff06ab3dcef6,https://github.com/saltstack/salt/issues/47689,https://github.com/saltstack/salt,1,9,0,4,0,0,0,0,0,4,Y,N,,Y,Nested Try,N,foi removida a linha com antipattern Nested Try
0,1,394,redis-py,1b2f408259405d412d7530291902f9e0c8bd34b3,https://github.com/andymccurdy/redis-py/issues/2349,https://github.com/andymccurdy/redis-py,2,69,7,5,0,0,0,0,0,12,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,294,pandas,12167d111f388166185c72727b2f33e0b1187b3e,https://github.com/pandas-dev/pandas/issues/2745,https://github.com/pandas-dev/pandas,3,527,10,8,1,11,0,10,0,40,N,N,,N,,,
0,1,366,pytest,efeae72509ab24d74b6e9a9631e23a03afdcbe18,https://github.com/pytest-dev/pytest/issues/113,https://github.com/pytest-dev/pytest,3,69,1,1,0,1,0,0,0,3,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Bare Except
0,1,211,lightning,9a402461dab2c3797f06da7273d05145b46e5fe6,https://github.com/lightning-ai/lightning/issues/2821,https://github.com/lightning-ai/lightning,6,66,0,1,0,0,0,0,0,1,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,349,psutil,dcfc548f1fa7ace190c54c8d647fc3a94f0b9de5,https://github.com/giampaolo/psutil/issues/479,https://github.com/giampaolo/psutil,7,137,14,0,1,1,0,0,0,16,Y,N,,Y,Nested Try,N,foi removida a linha com antipattern Nested Try
0,1,423,scipy,ff7c8abc96e9df9509f228a44f05ae80b9d9098e,https://github.com/scipy/scipy/issues/10479,https://github.com/scipy/scipy,3,355,0,0,0,0,0,1,0,1,N,N,,N,,,
0,1,164,gamestonkterminal,5fedb8e042ae8b1a81ffc3f81c37e97e3c80d776,https://github.com/gamestonkterminal/gamestonkterminal/issues/1364,https://github.com/gamestonkterminal/gamestonkterminal,6,41,0,1,0,0,0,0,0,1,N,N,,N,,,
0,1,220,mailpile,4e2f687593ab244126fefe640f56c0ecad59074d,https://github.com/mailpile/mailpile/issues/930,https://github.com/mailpile/mailpile,1,61,1,0,0,3,0,0,0,4,N,N,,N,,,
0,1,446,spyder,81ad8d2da04daf95834501212ab102be301ba4ee,https://github.com/spyder-ide/spyder/issues/2456,https://github.com/spyder-ide/spyder,1,25,1,8,1,0,0,0,0,10,Y,Y,Bare Except,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,180,hanlp,171bd2df65aa38069c38b9ede9b02cd901654f96,https://github.com/hankcs/hanlp/issues/1616,https://github.com/hankcs/hanlp,1,11,0,1,0,0,0,0,0,1,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,137,cython,3a3419fb1f13a0ec8ba1121f0aea4e7ec4df4773,https://github.com/cython/cython/issues/3205,https://github.com/cython/cython,1,261,10,18,0,1,0,1,0,30,N,N,,N,,,
0,1,69,ansible,984af98b1e96d0b7082625bbe2c944a2d237025f,https://github.com/ansible/ansible/issues/30167,https://github.com/ansible/ansible,1,6,1,2,0,1,0,2,0,6,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Bare Except
0,1,359,pytest,183af955263382481296a70ecf247428c11bf2da,https://github.com/pytest-dev/pytest/issues/1,https://github.com/pytest-dev/pytest,3,71,2,0,0,1,0,0,0,3,Y,N,,Y,Bare Except,N,foi removida a linha com antipattern Bare Except
0,1,44,ansible,61c6f4fda1b52fe6b775d0094831a55f37bb7d80,https://github.com/ansible/ansible/issues/40661,https://github.com/ansible/ansible,1,36,3,1,0,0,0,0,0,4,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Nested Try
0,1,266,numpy,783e88f373e8465bbcb2fc1890fc7ff44080dd5d,https://github.com/numpy/numpy/issues/13176,https://github.com/numpy/numpy,1,519,3,3,0,0,0,2,0,8,N,N,,N,,,
0,1,23,ansible,3170e8b8815f13c4488d7ca9a05e54f405dc78a0,https://github.com/ansible/ansible/issues/56422,https://github.com/ansible/ansible,1,14,0,2,0,0,0,1,0,3,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,223,mindsdb,923e475a7bd3fd8df8b5ef2ad1c9c1d2c287d869,https://github.com/mindsdb/mindsdb/issues/219,https://github.com/mindsdb/mindsdb,1,11,1,2,0,6,0,0,0,9,Y,Y,Bare Except,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,274,openbbterminal,09f753da1c2a2f03c41fe6a3ca2eb79f6ea58995,https://github.com/openbb-finance/openbbterminal/issues/3244,https://github.com/openbb-finance/openbbterminal,7,167,1,14,0,0,0,1,0,16,N,N,,N,,,
0,1,325,pandas,eae588d2b20af5ece4e98c35b37252144e6589be,https://github.com/pandas-dev/pandas/issues/1778,https://github.com/pandas-dev/pandas,5,203,11,7,2,1,0,5,0,26,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,475,sympy,8d4525086b6fbae9c8ebc2c682d9ab59df6656a4,https://github.com/sympy/sympy/issues/3174,https://github.com/sympy/sympy,3,205,4,0,0,0,0,0,0,4,Y,N,,Y,Nested Try,N,foi removida a linha com antipattern Nested Try
0,1,118,awx,8bd2217a498bd74d0bcdb7038b844ce4ae8ea438,https://github.com/ansible/awx/issues/2278,https://github.com/ansible/awx,1,40,2,0,0,0,0,0,0,2,N,N,,N,,,
0,1,243,networkx,1fdbb7da51e95e306189d705ca91a7a8a9691980,https://github.com/networkx/networkx/issues/6789,https://github.com/networkx/networkx,3,104,0,2,0,0,0,0,0,2,Y,N,,Y,Nested Try,N,foi removida a linha com antipattern Nested Try
0,1,409,salt,4bce45250058cbe519d530a8353cb9d462444d67,https://github.com/saltstack/salt/issues/33841,https://github.com/saltstack/salt,1,71,6,16,0,0,0,1,0,23,N,N,,N,,,
0,1,168,gamestonkterminal,a0a22ee2cff2be0f062de0ec60bf096e2cb1a51a,https://github.com/gamestonkterminal/gamestonkterminal/issues/1089,https://github.com/gamestonkterminal/gamestonkterminal,33,33,0,38,0,0,0,117,0,155,N,N,,N,,,
0,1,64,ansible,8752ae690913053754e4a52390f5002d5d662d60,https://github.com/ansible/ansible/issues/4730,https://github.com/ansible/ansible,1,15,0,1,1,3,0,0,0,5,N,N,,N,,,
0,1,71,ansible,9af6dc4751be1b339613aca85169c32418435a5d,https://github.com/ansible/ansible/issues/30388,https://github.com/ansible/ansible,1,6,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,199,lbry-sdk,0501f52805bb001fb70c42469b390da20ad01e7d,https://github.com/lbryio/lbry-sdk/issues/1352,https://github.com/lbryio/lbry-sdk,1,21,0,3,0,0,0,1,0,4,N,N,,N,,,
0,1,269,numpy,8ae543cb13769a0afa6e176898824db7fd992d27,https://github.com/numpy/numpy/issues/6686,https://github.com/numpy/numpy,2,109,8,0,1,3,0,0,0,12,Y,N,,Y,Bare Except,N,foi removida a linha com antipattern Bare Except
0,1,405,salt,23bbc4594c19a2e5bdee3a1d470a52a2b805aa47,https://github.com/saltstack/salt/issues/59033,https://github.com/saltstack/salt,1,33,3,4,0,0,0,0,0,7,N,N,,N,,,
0,1,12,ansible,1d6bc094cf460a374d0e7da75954ea91bd41caa0,https://github.com/ansible/ansible/issues/36800,https://github.com/ansible/ansible,1,23,1,5,0,0,0,0,0,6,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Nested Try
0,1,380,pytorch-lightning,9bfbd9ea80c4c5daf48800a1ab9a14683a0bc1ce,https://github.com/pytorchlightning/pytorch-lightning/issues/12885,https://github.com/pytorchlightning/pytorch-lightning,5,353,0,2,0,0,0,4,0,6,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,270,numpy,91b06c021319faccb008a8ee485d26ae227bf079,https://github.com/numpy/numpy/issues/9522,https://github.com/numpy/numpy,4,114,2,3,0,0,0,0,0,5,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,275,openbbterminal,20ce4aa7344742172b7a4e907bac60885aa91b0c,https://github.com/openbb-finance/openbbterminal/issues/1558,https://github.com/openbb-finance/openbbterminal,3,18,1,1,0,0,0,0,0,2,N,N,,N,,,
0,1,32,ansible,48eeab8a5374ac9a84d337f892b2bb85089cf83b,https://github.com/ansible/ansible/issues/23282,https://github.com/ansible/ansible,14,246,10,80,6,13,0,10,0,119,Y,N,,Y,"Nested Try,Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,396,robotframework,295477890c938bb2b8ed4a1817df45d1ab7699dd,https://github.com/robotframework/robotframework/issues/306,https://github.com/robotframework/robotframework,2,34,0,0,0,1,0,0,0,1,Y,N,,Y,Bare Except,N,foi removida a linha com antipattern Bare Except
0,1,334,pip,a8de40cac1efc1e64dff6e62ad6939499027ed0d,https://github.com/pypa/pip/issues/7,https://github.com/pypa/pip,1,183,2,1,4,1,2,1,0,11,N,N,,N,,,
0,1,379,pytorch-lightning,9a402461dab2c3797f06da7273d05145b46e5fe6,https://github.com/pytorchlightning/pytorch-lightning/issues/2821,https://github.com/pytorchlightning/pytorch-lightning,6,66,0,1,0,0,0,0,0,1,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,427,spotify-downloader,20faae705d653732fa5b98e1aeb49785c996c114,https://github.com/spotdl/spotify-downloader/issues/1233,https://github.com/spotdl/spotify-downloader,4,33,0,2,0,0,0,1,0,3,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,48,ansible,71113ee291aa51f5363486537b3407204acb5a99,https://github.com/ansible/ansible/issues/50301,https://github.com/ansible/ansible,31,15,0,7,0,0,0,2,0,9,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,256,numba,96371bdd54fc17c0be795a3b2e6b959be1d61b4c,https://github.com/numba/numba/issues/5011,https://github.com/numba/numba,2,107,2,3,0,0,0,0,0,5,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,187,ipython,0fdcb43a9b4fa4282cd6ae8bb4186b6d80d5a01b,https://github.com/ipython/ipython/issues/6864,https://github.com/ipython/ipython,2,69,4,2,1,7,0,0,0,14,Y,N,,Y,"Nested Try,Bare Except,Too Broad Except",N,foi removida a linha com antipattern Bare Except
0,1,13,ansible,1e12513e7bc7b03e4e6373aa74b490ad9b838d9b,https://github.com/ansible/ansible/issues/52415,https://github.com/ansible/ansible,1,11,0,1,0,0,0,0,0,1,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,186,instapy,6f7a026d44d2fff88b1fe6e9603c39170ff68551,https://github.com/instapy/instapy/issues/878,https://github.com/instapy/instapy,2,41,0,5,0,5,0,0,0,10,Y,Y,Bare Except,Y,"Nested Try,Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,467,sqlmap,ea49fa2db25c1480ad0846bfcd6de69a650f53ac,https://github.com/sqlmapproject/sqlmap/issues/206,https://github.com/sqlmapproject/sqlmap,1,58,2,2,0,3,0,0,0,7,N,N,,N,,,
0,1,402,salt,1148d345309b0b98c717ddb11729bcc0092ce204,https://github.com/saltstack/salt/issues/59069,https://github.com/saltstack/salt,2,9,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,309,pandas,6cb1bbae236c72093602e756dd3d37dc2637ec61,https://github.com/pandas-dev/pandas/issues/4835,https://github.com/pandas-dev/pandas,2,307,20,6,0,33,0,3,0,62,Y,N,,Y,"Nested Try,Bare Except,Too Broad Except",N,foi removida a linha com antipattern Nested Try
0,1,404,salt,16457386a663b008794744ccb2dc81291ce6e4e6,https://github.com/saltstack/salt/issues/56909,https://github.com/saltstack/salt,2,10,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,254,numba,65be3e573268ccec7134c6e9ec2c893fecba7e16,https://github.com/numba/numba/issues/128,https://github.com/numba/numba,1,11,1,1,0,0,0,0,0,2,N,N,,N,,,
0,1,161,gamestonkterminal,4304a5c664700cf083f1432fa7523f051492754c,https://github.com/gamestonkterminal/gamestonkterminal/issues/2819,https://github.com/gamestonkterminal/gamestonkterminal,3,12,0,1,0,0,0,0,0,1,N,N,,N,,,
0,1,471,statsmodels,a0e8475dff1bfa63b6c755f7d359f28aa4bbe252,https://github.com/statsmodels/statsmodels/issues/7309,https://github.com/statsmodels/statsmodels,4,98,0,3,0,0,0,0,0,3,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,435,spyder,28f338c715b17072d8129a6bbfd14dbaa3b8aa4d,https://github.com/spyder-ide/spyder/issues/3061,https://github.com/spyder-ide/spyder,1,30,5,0,0,0,0,0,0,5,N,N,,N,,,
0,1,176,gensim,b27612759d7b6fbbd583cc312e8b2ea6521299dd,https://github.com/rare-technologies/gensim/issues/838,https://github.com/rare-technologies/gensim,1,52,1,0,0,1,0,0,0,2,Y,N,,Y,Bare Except,N,foi removida a linha com antipattern Bare Except
0,1,219,mailpile,2020625779841d356a62e8a6c3b154c6cfa78677,https://github.com/mailpile/mailpile/issues/1566,https://github.com/mailpile/mailpile,2,81,12,0,0,8,0,2,0,22,Y,Y,Bare Except,Y,Bare Except,N,foi adicionado o antipattern Bare Except
0,1,480,vision,cdbbd6664bbd2e212739519aa0eb70c06252e88c,https://github.com/pytorch/vision/issues/7838,https://github.com/pytorch/vision,2,209,0,1,0,0,0,0,0,1,N,N,,N,,,
0,1,381,pytorch-lightning,c521624a928b2665965830590b2f37b347a86c43,https://github.com/pytorchlightning/pytorch-lightning/issues/8167,https://github.com/pytorchlightning/pytorch-lightning,7,168,0,3,0,0,0,0,0,3,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,193,jax,8bc4e379f5fa726e89b9ca34c463b075f8b23259,https://github.com/google/jax/issues/883,https://github.com/google/jax,5,549,0,0,0,0,0,1,0,1,N,N,,N,,,
0,1,134,crackmapexec,4690ca29b90af7a6ff289b34a4f80e1483ba9293,https://github.com/porchetta-industries/crackmapexec/issues/43,https://github.com/porchetta-industries/crackmapexec,1,1,2,1,0,0,0,0,0,3,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,430,spyder,1ab873c2bc34da78ba12dade7d03f30dcded0207,https://github.com/spyder-ide/spyder/issues/489,https://github.com/spyder-ide/spyder,1,84,1,3,0,0,0,0,0,4,N,N,,N,,,
0,1,438,spyder,3fe066f0fa1b6b0de2e3807c3c1eb868a7f16ad2,https://github.com/spyder-ide/spyder/issues/1461,https://github.com/spyder-ide/spyder,1,27,1,0,0,1,0,0,0,2,Y,Y,Bare Except,N,,N,foi adicionado o antipattern Bare Except
0,1,297,pandas,19dc2847afd74329664d6c42d98b75dcd70c14fa,https://github.com/pandas-dev/pandas/issues/2057,https://github.com/pandas-dev/pandas,3,205,2,5,0,3,0,14,0,24,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Bare Except
0,1,62,ansible,82cf70e0f34329fc669bf9111f55b0fbabe15d1b,https://github.com/ansible/ansible/issues/4925,https://github.com/ansible/ansible,1,7,2,0,0,0,0,0,0,2,N,N,,N,,,
0,1,78,ansible,b2dc7075df63ef871b072e79afce5dd0c348b772,https://github.com/ansible/ansible/issues/45951,https://github.com/ansible/ansible,1,4,0,2,0,0,0,0,0,2,Y,Y,Too Broad Except,Y,Too Broad Except,N,foi adicionado o antipattern Too Broad Except
0,1,18,ansible,277dd54d45dd32a93a3448da4a7a696f4d905479,https://github.com/ansible/ansible/issues/64895,https://github.com/ansible/ansible,1,1,0,3,1,0,0,0,0,4,Y,Y,Too Broad Except,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Nested Try
0,1,283,openbbterminal,82e38cfdc164f21775dc7625e4f756ec1eaa7021,https://github.com/openbb-finance/openbbterminal/issues/1952,https://github.com/openbb-finance/openbbterminal,2,44,0,2,0,0,0,0,0,2,N,N,,N,,,
0,1,392,readthedocs.org,0f90a1abaeffbe9677787b785d1e9e670bcdf7f9,https://github.com/readthedocs/readthedocs.org/issues/3983,https://github.com/readthedocs/readthedocs.org,1,44,0,5,0,0,0,0,0,5,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,363,pytest,c36186ce65d84d4af328dc1f2f06d2e207387e18,https://github.com/pytest-dev/pytest/issues/326,https://github.com/pytest-dev/pytest,1,32,1,1,0,1,0,0,0,3,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Nested Try
0,1,371,python-prompt-toolkit,f53625f3585aca527970b287aee9684425e3991f,https://github.com/prompt-toolkit/python-prompt-toolkit/issues/9,https://github.com/prompt-toolkit/python-prompt-toolkit,1,17,1,3,0,0,0,0,0,4,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,324,pandas,e8a528d3a2c5d38ae231b96202977bcf23f9fe45,https://github.com/pandas-dev/pandas/issues/4016,https://github.com/pandas-dev/pandas,2,156,1,4,2,4,0,3,0,14,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,207,lightning,51ec9496573a788025f91cb29ca7c1d212be5124,https://github.com/lightning-ai/lightning/issues/16114,https://github.com/lightning-ai/lightning,22,298,14,9,0,0,0,16,0,39,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,114,awx,437d9843d17fbcc0c66fe1c0498a1e32de4e6d28,https://github.com/ansible/awx/issues/5528,https://github.com/ansible/awx,1,11,2,0,0,0,0,0,0,2,N,N,,N,,,
0,1,34,ansible,4c733fe4b73b152d8ff7d8d570e23f0b01eecfaa,https://github.com/ansible/ansible/issues/11404,https://github.com/ansible/ansible,3,29,2,1,0,0,0,0,0,3,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,61,ansible,82c806979be7dba21c1c00d26085e442e5a0b278,https://github.com/ansible/ansible/issues/3466,https://github.com/ansible/ansible,1,45,4,0,0,0,0,0,0,4,N,N,,N,,,
0,1,463,sqlmap,b31e141012119992d580e165953370647712d143,https://github.com/sqlmapproject/sqlmap/issues/772,https://github.com/sqlmapproject/sqlmap,1,17,4,3,0,0,0,0,0,7,N,N,,N,,,
0,1,226,mlflow,70fc2dd41162156d11f6070b2e75a478db7ad627,https://github.com/mlflow/mlflow/issues/5359,https://github.com/mlflow/mlflow,4,59,0,5,1,0,0,0,0,6,N,N,,N,,,
0,1,184,instapy,2df839d153222450829721adddac030a811bed91,https://github.com/instapy/instapy/issues/751,https://github.com/instapy/instapy,2,44,1,5,0,0,0,0,0,6,Y,N,,Y,"Nested Try,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,16,ansible,26f551d1c37277e5522836d7a6cb98de42c50fb7,https://github.com/ansible/ansible/issues/35538,https://github.com/ansible/ansible,3,49,3,10,0,2,0,9,0,24,Y,N,,Y,"Bare Except,Too Broad Except",N,foi removida a linha com antipattern Too Broad Except
0,1,225,mlflow,43700cb838992fddef848cff7f1a37197b035ee0,https://github.com/mlflow/mlflow/issues/1292,https://github.com/mlflow/mlflow,12,125,0,3,0,0,0,3,0,6,N,N,,N,,,
0,1,120,bokeh,c7f8badb586cb3e7cfc3e2d7f66770063069e220,https://github.com/bokeh/bokeh/issues/454,https://github.com/bokeh/bokeh,1,3,1,0,0,0,0,0,0,1,N,N,,N,,,
0,1,299,pandas,2d2606d8541ecf114b8708d9e6e8f9a1af7ee115,https://github.com/pandas-dev/pandas/issues/26765,https://github.com/pandas-dev/pandas,2,177,0,1,0,0,0,1,0,2,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,280,openbbterminal,663db92e337013fc8a77f8b65e1a6e13983310a1,https://github.com/openbb-finance/openbbterminal/issues/4145,https://github.com/openbb-finance/openbbterminal,2,25,0,10,0,0,0,0,0,10,N,N,,N,,,
0,1,19,ansible,285b9278894d3816e1ff8b6fa8c67be2efb731f4,https://github.com/ansible/ansible/issues/45242,https://github.com/ansible/ansible,9,46,2,1,0,2,0,0,0,5,Y,N,,Y,"Nested Try,Bare Except,Too Broad Except",N,foi removida a linha com antipattern Nested Try
0,1,154,freqtrade,8ffd6f2469a61846d2425f794053ad239a5e8e26,https://github.com/freqtrade/freqtrade/issues/3971,https://github.com/freqtrade/freqtrade,7,97,0,2,0,0,0,0,0,2,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,382,pytorch-lightning,f72e354ee62e0d07c6394a020c615d388d4206c8,https://github.com/pytorchlightning/pytorch-lightning/issues/687,https://github.com/pytorchlightning/pytorch-lightning,12,142,2,4,0,0,0,0,0,6,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,58,ansible,7acae62fa849481b2a5e2e2d56961c5e1dcea96c,https://github.com/ansible/ansible/issues/64373,https://github.com/ansible/ansible,2,55,0,4,0,0,0,0,0,4,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
0,1,361,pytest,60e9698530c7cda7d46cd8046ab26b48d22a2aa6,https://github.com/pytest-dev/pytest/issues/1338,https://github.com/pytest-dev/pytest,2,44,1,0,1,0,0,0,0,2,N,N,,N,,,
0,1,174,gamestonkterminal,ee82ff0f9875ba07986b4196bfab0780b4947bc3,https://github.com/gamestonkterminal/gamestonkterminal/issues/1432,https://github.com/gamestonkterminal/gamestonkterminal,5,21,0,1,0,0,0,0,0,1,N,N,,N,,,
