,project,version_x,author_x,type,issue_number,commit_msg,author_name,author_date,merge,issue_labels,url_issue_x,has_buggy,exception_bug,symptom,root_cause,fix,has_smell_x,has_test in_fix,symptom_adj,root_cause_adj,fix_adj,symptom_map,symptom_grp,root_cause_map,root_cause_grp,fix_map,fix_grp,version_y,author_y,index,commit_fix,url_issue_y,repo_url,file,function,n_try_pass,n_generic_except,n_nested_try,n_bare_except,n_captures_misplaced_bare_raise,n_captures_broad_raise,n_bare_raise_finally,has_smell_y,exists_anti_pattern,anti_pattern_add,anti_pattern_added_name,anti_pattern_removed,anti_pattern_rem_name,fix_to_only_rem_anti_pattern,comments
30,ansible,0,1,issue,20871,refactor e-series amg module to use module_utils (#20871),Michael Price,2017-02-14 14:53:18-06:00,FALSE,"affects_2.3,module,shipit,owner_pr,c:module_utils/,bug",https://github.com/ansible/ansible/issues/20871,True,S,Exceptional error, API Mismatch,Change the exception tests assertions,,,Exceptional error,API Mismatch,Change the exception tests assertions,Incorrect Exceptions,Incorrect Exceptions,API Misuse,API Errors,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,39.0,56dd5a702d708af204e4ff4b77e3871d5ed10083,https://github.com/ansible/ansible/issues/20871,https://github.com/ansible/ansible,2.0,12.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,10.0,Y,Y,"Bare Raise, Too Broad Except",Y,"Bare Raise, Too Broad Except",N,
31,numba,0,1,issue,8860,fix issue 8860 - add more tests,Guilherme Leobas,2023-04-05 14:10:34-03:00,FALSE,"good second issue,bug - typing",https://github.com/numba/numba/issues/8860,True,S,Exceptional error,Missing Raising Condition,Change to a specific exception.,,,Exceptional error,Missing Raising Condition,Change to a specific exception.,Incorrect Exceptions,Incorrect Exceptions,Missing Raising Condition,Improper Raising,Change to apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
32,celery,0,1,issue,5681,fixed a bug where canvases with a group and tasks in the middle followed by a group fails to complete and indefinitely hangs. (#5681),Omer Katz,2019-08-20 13:35:19+03:00,FALSE,"Component: Canvas,PR Type: Bugfix",https://github.com/celery/celery/issues/5681,True,S,Application Crashing,Missing Raising Condition,Add a exception handling block,,,Application Crashing,Missing Raising Condition,Add a exception handling block,Aplication Crashing,Aplication Crashing,Missing Raising Condition,Improper Raising,Add a exception handling block,Improve the exception handling block,0.0,2.0,128.0,f5c493dc71e7b75ef0a407927a7e0ce03c5d76fc,https://github.com/celery/celery/issues/5681,https://github.com/celery/celery,3.0,125.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N,N,,N,,,
33,ansible,0,1,issue,21056,resolve #21056 - add support for full cloning a qemu vm. fix some issues. update doc (#21225),Abdoul Bah,2017-02-15 23:51:46+01:00,FALSE,"cloud,affects_2.2,module,waiting_on_maintainer,virt,bug",https://github.com/ansible/ansible/issues/21056,True,S,Application Crashing,API Mismatch,Change the exception tests assertions,,,Application Crashing,API Mismatch,Change the exception tests assertions,Aplication Crashing,Aplication Crashing,API Misuse,API Errors,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,83.0,c22fbdc8314239ff9d5aa7f7bf65785c1a672add,https://github.com/ansible/ansible/issues/21056,https://github.com/ansible/ansible,1.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,Y,Y,Too Broad Except,Y,Too Broad Except,N,
34,ansible,0,1,issue,21574,fixes issue with prompt detection in network_cli (#21574),Peter Sprygada,2017-02-17 09:13:26-05:00,FALSE,"networking,affects_2.3,c:plugins/action,c:plugins/connection/network_cli,bug",https://github.com/ansible/ansible/issues/21574,True,S,Exceptional error,Error in Logic,Raise a error,,,Exceptional error,Error in Logic,Raise a error,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Add a raise condition,Improve raising conditions,0.0,2.0,35.0,4cbbed0b3707d659b882a825632c81fdc493def1,https://github.com/ansible/ansible/issues/21574,https://github.com/ansible/ansible,2.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Y,Y,Bare Raise,Y,Bare Raise,N,
35,recommenders,0,1,issue,115,merge pull request #115 from microsoft/bug/reco_bare_tests_pyspark_import,Miguel González-Fierro,2018-10-24 10:47:11+02:00,TRUE,bug,https://github.com/microsoft/recommenders/issues/115,True,S,Improper Logic,Improper Handling,Add a exception handling block,,,Improper Logic,Improper Handling,Add a exception handling block,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
36,ansible,0,1,issue,23550,add rstcheck to ansible-test and correct issues. (#23550,Matt Clay,2017-04-13 10:28:52-07:00,FALSE,"needs_revision,affects_2.4,bug,docs",https://github.com/ansible/ansible/issues/23550,True,S, Application Crashing,Re-raising exception,Add a exception handling block,,,Application Crashing,Re-raising exception,Add a exception handling block,Aplication Crashing,Aplication Crashing,Re-raising exception,Re-raising exception,Add a exception handling block,Improve the exception handling block,0.0,1.0,89.0,cb1f57d4e54012ea17f35e17df2462d9c6c14981,https://github.com/ansible/ansible/issues/23550,https://github.com/ansible/ansible,2.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,N,N,,N,,,
37,ansible,0,1,issue,25882,refactors bigip ssl cert module (#25882),Tim Rupp,2017-06-28 09:26:39-07:00,FALSE,"networking,module,owner_pr,community_review,affects_2.4,f5,bug",https://github.com/ansible/ansible/issues/25882,True,S,Improper Logic,Improper Handling,Change to a specific exception.,,,Improper Logic,Improper Handling,Change to a specific exception.,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,9.0,16bd93a14eb1b6f3b8292e33c62c9e8383e7bdb4,https://github.com/ansible/ansible/issues/25882,https://github.com/ansible/ansible,2.0,38.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,Y,Y,Too Broad Except,N,,N,
38,gamestonkterminal,0,1,issue,2034,remove print and fix issue with str on sia/vis (#2034),DidierRLopes,2022-07-04 10:08:14+01:00,FALSE,bug,https://github.com/gamestonkterminal/gamestonkterminal/issues/2034,True,S,Exceptional error,Re-raising exception,Raise a exception,,,Exceptional error,Re-raising exception,Raise a exception,Incorrect Exceptions,Incorrect Exceptions,Re-raising exception,Re-raising exception,Add a raise condition,Improve raising conditions,,,,,,,,,,,,,,,,,,,,,,,
39,jupyterhub,0,1,issue,3837,merge pull request #3837 from minrk/fix-import-error,Erik Sundell,2022-03-18 10:03:18+01:00,TRUE,bug,https://github.com/jupyterhub/jupyterhub/issues/3837,True,S,Incorrect Logic,Unhandled Exception,Change to a specific exception.,,,Incorrect Logic,Unhandled Exception,Change to a specific exception.,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,197.0,cb25d29b0bab438b5fd68b92036e0e25134b7ace,https://github.com/jupyterhub/jupyterhub/issues/3837,https://github.com/jupyterhub/jupyterhub,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Y,Y,Try and Return,Y,Try and Return,N,
40,pandas,0,1,issue,1068,"bug: fix searchsorted off by one error, close #1068",Wes McKinney,2012-04-16 16:45:37-04:00,FALSE,"Bug,Timeseries",https://github.com/pandas-dev/pandas/issues/1068,True,S,Exceptional error,Re-raising exception,Raise a error,,,Exceptional error,Re-raising exception,Raise a error,Incorrect Exceptions,Incorrect Exceptions,Re-raising exception,Re-raising exception,Add a raise condition,Improve raising conditions,0.0,2.0,322.0,e1552a607be435b71e16da02940118b30a25b939,https://github.com/pandas-dev/pandas/issues/1068,https://github.com/pandas-dev/pandas,3.0,308.0,23.0,23.0,1.0,9.0,0.0,20.0,0.0,76.0,Y,N,,Y,Bare Raise,N,
41,pandas,0,1,issue,11616,"bug: fixes timezone selection error, #11616 & timezone info lost, #11682",Varun,2015-11-21 22:17:30-05:00,FALSE,"Bug,Groupby,Regression,Timezones",https://github.com/pandas-dev/pandas/issues/11616,True,S,Incorrect Logic,Error in Logic,Change to a specific exception.,,,Incorrect Logic,Error in Logic,Change to a specific exception.,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,323.0,e8382665d12dcf270f587cf76cd0e6d5a1dac184,https://github.com/pandas-dev/pandas/issues/11616,https://github.com/pandas-dev/pandas,2.0,471.0,16.0,4.0,1.0,19.0,0.0,0.0,0.0,40.0,Y,Y,Too Broad Except,Y,Too Broad Except,N,
42,pandas,0,1,issue,709,"bug: closes #709, bug in ix + multiindex use case",Adam Klein,2012-01-30 11:48:24-05:00,FALSE,Bug,https://github.com/pandas-dev/pandas/issues/709,True,S,Exceptional error,Improper Handling,Raise a exception,,,Exceptional error,Improper Handling,Raise a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a raise condition,Improve raising conditions,0.0,2.0,307.0,618ff03db3188c13aedc164f7068fdeb4c010da0,https://github.com/pandas-dev/pandas/issues/709,https://github.com/pandas-dev/pandas,2.0,104.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,N,N,,N,,,
43,gamestonkterminal,0,1,issue,3582,fix portfolio optimization sdk bugs (#3582),montezdesousa,2022-11-25 23:10:48+00:00,FALSE,"bug,feat M,portfolio,SDK",https://github.com/gamestonkterminal/gamestonkterminal/issues/3582,True,S,Exceptional error,Improper Handling,Add a exception handling block,,,Exceptional error,Improper Handling,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,2.0,166.0,7480c5efe01dd800fe466e648786a9c16efb90e5,https://github.com/gamestonkterminal/gamestonkterminal/issues/3582,https://github.com/gamestonkterminal/gamestonkterminal,5.0,89.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,6.0,Y,Y,Bare Raise,N,,N,
44,chalice,0,1,issue,565,fix iam role creation issue,Nick Plutt,2017-12-09 16:27:40-06:00,FALSE,bug,https://github.com/aws/chalice/issues/565,True,S,Incorrect Logic,Error in Logic,Add a exception handling block,,,Incorrect Logic,Error in Logic,Add a exception handling block,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Add a exception handling block,Improve the exception handling block,0.0,1.0,131.0,5f640d5ca75b60a97bdff4a79de2edb5404e8c70,https://github.com/aws/chalice/issues/565,https://github.com/aws/chalice,5.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,N,,N,,,
45,openbbterminal,0,1,issue,510,fix bugs and more refactoring (#510),DidierRLopes,2021-06-22 13:22:34+01:00,FALSE,"bug,docs,refactor",https://github.com/openbb-finance/openbbterminal/issues/510,True,S,Incorrect Logic,Improper Handling,Change to a specific exception.,,,Incorrect Logic,Improper Handling,Change to a specific exception.,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,291.0,d1505359e595a50bf22c2c5601f261686117310f,https://github.com/openbb-finance/openbbterminal/issues/510,https://github.com/openbb-finance/openbbterminal,12.0,108.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,Y,Y,Too Broad Except,Y,Too Broad Except,N,
46,salt,0,1,issue,56454,virt: handle build differently depending on the pool type,Cédric Bosdonnat,2020-05-19 10:39:15+02:00,FALSE,"Bug,severity-low,P4,ZRelease-Sodium",https://github.com/saltstack/salt/issues/56454,True,S,Application Crashing,Improper Handling,Handle a exception,,,Application Crashing,Improper Handling,Handle a exception,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,0.0,2.0,416.0,f19bcf49c293844aff74158557b2917daa789a15,https://github.com/saltstack/salt/issues/56454,https://github.com/saltstack/salt,2.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,N,N,,N,,,
47,modin,0,1,issue,1900,fix-#1900: fix bug in groupby when index name is passed by string (#2125,Devin Petersohn,2020-09-23 02:39:40-05:00,FALSE,"bug 🦗,P1,Backport :back:",https://github.com/modin-project/modin/issues/1900,True,S,Exceptional error,Improper Handling,Change to a specific exception.,,,Exceptional error,Improper Handling,Change to a specific exception.,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,1.0,230.0,7c350dd9d4fcd43f637663eac15e6a1bfbf151e2,https://github.com/modin-project/modin/issues/1900,https://github.com/modin-project/modin,3.0,192.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
48,flair,0,1,issue,1827,gh-1827: fix deserialization issues in transformer tokenizers,alanakbik,2020-09-14 10:43:13+02:00,FALSE,"bug,wontfix",https://github.com/flairnlp/flair/issues/1827,True,S,Application Crashing,Error in Logic,Add a exception handling block,,,Application Crashing,Error in Logic,Add a exception handling block,Aplication Crashing,Aplication Crashing,Incorrect Logic,Incorrect Logic,Add a exception handling block,Improve the exception handling block,0.0,1.0,152.0,75fd95b417783e342b0ae27794e0ca6b66d80b0a,https://github.com/flairnlp/flair/issues/1827,https://github.com/flairnlp/flair,2.0,24.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,Y,Y,Bare Except,Y,"Nested Try,Bare Except",N,foi removida a linha com antipattern Bare Except
49,ansible,0,1,issue,26156,fix for nxos_acl_interface idempotency (#26156),saichint,2017-07-05 09:05:47-07:00,FALSE,"needs_revision,networking,module,affects_2.4,support:community,nxos,bug,cisco",https://github.com/ansible/ansible/issues/26156,True,S,Exceptional error,Improper Handling,Remove the exception handling mechanism,,,Exceptional error,Improper Handling,Remove the exception handling mechanism,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Remove the exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
50,pysyft,0,1,issue,3403,"garbage collection in `execute_computation_action`, fix inplace-operation identification (#3403",S P Sharan,2020-04-28 20:39:37+05:30,FALSE,"Type: Bug :bug:,Priority: 2 - High :cold_sweat:",https://github.com/openmined/pysyft/issues/3403,True,S,Incorrect Logic,Error in Logic,Handle a exception,,,Incorrect Logic,Error in Logic,Handle a exception,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Add apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
51,mailpile,0,1,issue,1566,fix for issue #1566 - garbarge search results on unclean shutdown,Jack Dodds,2018-03-28 11:50:14-04:00,FALSE,"Bugs,Back End,Low Hanging Fruit",https://github.com/mailpile/mailpile/issues/1566,True,S,Exceptional error,Improper Handling,Add a exception handling block,,,Exceptional error,Improper Handling,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,0.0,1.0,219.0,2020625779841d356a62e8a6c3b154c6cfa78677,https://github.com/mailpile/mailpile/issues/1566,https://github.com/mailpile/mailpile,2.0,81.0,12.0,0.0,0.0,8.0,0.0,2.0,0.0,22.0,Y,Y,Bare Except,Y,Bare Except,N,foi adicionado o antipattern Bare Except
52,ranger,0,1,issue,1646,fix fluke command line & status bar position error,Marcel Partap,2019-08-07 16:37:33+02:00,FALSE,bug,https://github.com/ranger/ranger/issues/1646,True,S,Application Crashing,Error in Logic,Change to a specific exceptio,,,Application Crashing,Error in Logic,Change to a specific exceptio,Aplication Crashing,Aplication Crashing,Incorrect Logic,Incorrect Logic,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,389.0,40350d99009cbb537e3a8e6d13ca8f37cfc3a73b,https://github.com/ranger/ranger/issues/1646,https://github.com/ranger/ranger,1.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Y,Y,Swallowing Exception,Y,Swallowing Exception,N,
53,ansible,0,1,issue,29136,fix nxos_interface error for nxapi and idempotence problem (#29136),Mike Wiebe,2017-09-14 13:25:35-04:00,FALSE,"networking,test,module,owner_pr,core_review,affects_2.4,support:network,affects_2.5,nxos,bug,cisco",https://github.com/ansible/ansible/issues/29136,True,S,Exceptional error,Improper Handling,Change to a specific exception.,,,Exceptional error,Improper Handling,Change to a specific exception.,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
54,ansible,0,1,issue,30388,fix nxos_snmp_community idempotence issue (#30388),Mike Wiebe,2017-09-15 10:45:51-04:00,FALSE,"networking,module,owner_pr,core_review,support:network,affects_2.5,nxos,bug,cisco",https://github.com/ansible/ansible/issues/30388,True,S,Exceptional error,Improper Handling,Remove the exception handling mechanism,,,Exceptional error,Improper Handling,Remove the exception handling mechanism,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Remove the exception handling block,Improve the exception handling block,0.0,1.0,71.0,9af6dc4751be1b339613aca85169c32418435a5d,https://github.com/ansible/ansible/issues/30388,https://github.com/ansible/ansible,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N,N,,N,,,
55,openbbterminal,0,1,issue,1952,fixed cntrld issue (#1952),Colin Delahunty,2022-06-16 10:13:55-04:00,FALSE,bug,https://github.com/openbb-finance/openbbterminal/issues/1952,True,S,Incorrect Logic,Error in Logic,Handle a exception,,,Incorrect Logic,Error in Logic,Handle a exception,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Add apropriated exception type,Improve the exception handling block,0.0,1.0,283.0,82e38cfdc164f21775dc7625e4f756ec1eaa7021,https://github.com/openbb-finance/openbbterminal/issues/1952,https://github.com/openbb-finance/openbbterminal,2.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,N,N,,N,,,
56,numpy,0,1,issue,13200,bug: close files if an error occurs in genfromtxt,Eric Wieser,2019-04-11 21:45:39-07:00,FALSE,"00 - Bug,component: numpy.lib",https://github.com/numpy/numpy/issues/13200,True,S,Exceptional error,Error in Logic,Handle a exception,,,Exceptional error,Error in Logic,Handle a exception,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Add apropriated exception type,Improve the exception handling block,0.0,2.0,268.0,87c126d794ac01d6a874ce345ab7d31f08ff1964,https://github.com/numpy/numpy/issues/13200,https://github.com/numpy/numpy,1.0,43.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,Y,Y,Swallowing Exception,Y,Swallowing Exception,N,
57,python-for-android,0,1,issue,1862,merge pull request #1862 from jonast/fix_leftover_constraint_file,Andre Miras,2019-06-15 20:10:12+02:00,TRUE,bug,https://github.com/kivy/python-for-android/issues/1862,True,S,Exceptional error,Improper Handling,Handle a exception,,,Exceptional error,Improper Handling,Handle a exception,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add apropriated exception type,Improve the exception handling block,0.0,2.0,370.0,85207a01de5781a2b2b480202d170b09a8ccf2f9,https://github.com/kivy/python-for-android/issues/1862,https://github.com/kivy/python-for-android,4.0,98.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,Y,Y,Swallowing Exception,Y,Swallowing Exception,N,
58,sqlmap,0,1,issue,670,fix for an issue #670,Miroslav Stampar,2014-04-12 17:22:33+02:00,FALSE,"bug,normal,miscellaneous",https://github.com/sqlmapproject/sqlmap/issues/670,True,S,Exceptional error,Error in Logic,Change to apropriated exception type,,,Exceptional error,Error in Logic,Change to apropriated exception type,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Change to apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
59,crackmapexec,0,1,issue,43,fixes issue #43,byt3bl33d3r,2015-11-11 09:26:01-07:00,FALSE,bug,https://github.com/porchetta-industries/crackmapexec/issues/43,True,S,Exceptional error,Error in Logic,Change to apropriated exception type,,,Exceptional error,Error in Logic,Change to apropriated exception type,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Change to apropriated exception type,Improve the exception handling block,0.0,1.0,134.0,4690ca29b90af7a6ff289b34a4f80e1483ba9293,https://github.com/porchetta-industries/crackmapexec/issues/43,https://github.com/porchetta-industries/crackmapexec,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
60,httpx,0,1,issue,153,fix bug in calculating maximum frame size (#153),IsaacBenghiat,2019-09-06 14:06:20-04:00,FALSE,"bug,http/2",https://github.com/encode/httpx/issues/153,True,S,Incorrect Logic,Error in Logic,Change to apropriated exception type,,,Incorrect Logic,Error in Logic,Change to apropriated exception type,Incorrect Behavior,Incorrect Behavior,Incorrect Logic,Incorrect Logic,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,183.0,ab9cd0ea112c703c91cf5a57b61ba2376ab39dac,https://github.com/encode/httpx/issues/153,https://github.com/encode/httpx,4.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Y,Y,"Bare Raise, Swallowing Exception",N,,N,
61,openbbterminal,0,1,issue,2650,fixed the bug in crypto/dd/oi (#2650),Colin Delahunty,2022-09-27 18:30:06+02:00,FALSE,bug,https://github.com/openbb-finance/openbbterminal/issues/2650,True,S,Exceptional error,Unhandled Exception,Add a exception handling block,,,Exceptional error,Unhandled Exception,Add a exception handling block,Incorrect Exceptions,Incorrect Exceptions,Missing Exception Type,Improper Exception Handling,Add a exception handling block,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
62,pipenv,0,1,issue,3017,upgrade vendored dependencies,Dan Ryan,2018-10-19 20:57:20-04:00,FALSE,Type: Bug :bug:,https://github.com/pypa/pipenv/issues/3017,True,S,Application Crashing,Improper Handling,Change to a specific exception.,,,Application Crashing,Improper Handling,Change to a specific exception.,Aplication Crashing,Aplication Crashing,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,0.0,2.0,337.0,baef2e78a632168bddce0a428969b9f6fb32693c,https://github.com/pypa/pipenv/issues/3017,https://github.com/pypa/pipenv,60.0,596.0,20.0,11.0,2.0,0.0,1.0,3.0,0.0,37.0,N,N,,N,,,"Alguns PRs eu marquei em vermelho pelos seguinte motivos: a modificação foi extremamente grande, quase impossível de analisar todos os arquivos; Não consegui identificar o commit; Algums PRs são de bots e tem várias referências cruzadas para outras do mesmo bot. "
63,ansible,0,1,issue,33493,fixes bug converning filenames with dots (#33493),Tim Rupp,2017-12-02 20:17:14-08:00,FALSE,"networking,test,module,core_review,support:community,support:core,affects_2.5,f5,bug",https://github.com/ansible/ansible/issues/33493,True,S,Exceptional error,Error in Logic,Change to a specific exception.,,,Exceptional error,Error in Logic,Change to a specific exception.,Incorrect Exceptions,Incorrect Exceptions,Incorrect Logic,Incorrect Logic,Change to apropriated exception type,Improve the exception handling block,0.0,1.0,14.0,212340bf0c237fc86cbaf27690d53e27d5a201ad,https://github.com/ansible/ansible/issues/33493,https://github.com/ansible/ansible,4.0,39.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,Y,N,,Y,Too Broad Except,N,foi removida a linha com antipattern Too Broad Except
64,modin,0,1,issue,5742,fix-#5742: bug: hdk: binary operations on strings are not supported (#5743,Andrey,2023-03-03 16:15:13+01:00,FALSE,"bug 🦗,HDK",https://github.com/modin-project/modin/issues/5742,True,S,Improper Logic,Re-raising exception,Raise a error,,,Improper Logic,Re-raising exception,Raise a error,Incorrect Behavior,Incorrect Behavior,Re-raising exception,Re-raising exception,Add a raise condition,Improve raising conditions,,,,,,,,,,,,,,,,,,,,,,,
65,autokeras,0,1,issue,99,[mrg]single process search #99 (#383),tl-yang,2018-12-21 08:43:29-06:00,FALSE,bug report,https://github.com/keras-team/autokeras/issues/99,True,S,Improper Logic,Improper Handling,Change to a specific exception.,,,Improper Logic,Improper Handling,Change to a specific exception.,Incorrect Behavior,Incorrect Behavior,Missing Exception Type,Improper Exception Handling,Change to apropriated exception type,Improve the exception handling block,,,,,,,,,,,,,,,,,,,,,,,
66,awx,0,1,issue,10788,merge pull request #10788 from beeankha/fix_sanity_errors_collections,Bianca Henderson,2021-08-03 08:56:43-04:00,TRUE,"type:bug,component:awx_collection",https://github.com/ansible/awx/issues/10788,True,S,Exceptional error, API Mismatch,Raise a error,,,Exceptional error,API Mismatch,Raise a error,Incorrect Exceptions,Incorrect Exceptions,API Misuse,API Errors,Add a raise condition,Improve raising conditions,0.0,2.0,119.0,e84a629ada1d1340dfc51159ae3f56516984334e,https://github.com/ansible/awx/issues/10788,https://github.com/ansible/awx,5.0,37.0,3.0,12.0,1.0,0.0,0.0,3.0,0.0,19.0,Y,Y,Too Broad Except,Y,Too Broad Except,N,
